personId,playerName,arenaName,gameType,games,wins,losses,win_pct,total_points,ppg,career_high
1628988,Aaron Holiday,Rocket Arena,Regular Season,1,1,0,1.0,18,18.0,18
1628988,Aaron Holiday,Smoothie King Center,Regular Season,2,1,1,0.5,12,6.0,9
1628988,Aaron Holiday,State Farm Arena,Regular Season,1,1,0,1.0,4,4.0,4
1628988,Aaron Holiday,TD Garden,Regular Season,1,1,0,1.0,2,2.0,2
1628988,Aaron Holiday,Target Center,Regular Season,1,0,1,0.0,3,3.0,3
1628988,Aaron Holiday,Toyota Center,Playoffs,3,1,2,0.333,11,3.7,9
1628988,Aaron Holiday,Toyota Center,Regular Season,28,22,6,0.786,136,4.9,13
1628988,Aaron Holiday,United Center,Regular Season,1,0,1,0.0,3,3.0,3
1630174,Aaron Nesmith,American Airlines Center,Regular Season,1,0,1,0.0,5,5.0,5
1630174,Aaron Nesmith,Ball Arena,Regular Season,1,0,1,0.0,25,25.0,25
1630174,Aaron Nesmith,Capital One Arena,Regular Season,1,0,1,0.0,3,3.0,3
1630174,Aaron Nesmith,Crypto.com Arena,Regular Season,1,0,1,0.0,7,7.0,7
1630174,Aaron Nesmith,Delta Center,Regular Season,1,0,1,0.0,17,17.0,17
1630174,Aaron Nesmith,FedExForum,Regular Season,1,0,1,0.0,15,15.0,15
1630174,Aaron Nesmith,Fiserv Forum,Regular Season,2,0,2,0.0,44,22.0,32
1630174,Aaron Nesmith,Frost Bank Center,Regular Season,1,0,1,0.0,5,5.0,5
1630174,Aaron Nesmith,Gainbridge Fieldhouse,Regular Season,19,6,13,0.316,269,14.2,31
1630174,Aaron Nesmith,Golden 1 Center,Regular Season,1,0,1,0.0,29,29.0,29
1630174,Aaron Nesmith,Intuit Dome,Regular Season,1,0,1,0.0,2,2.0,2
1630174,Aaron Nesmith,Kaseya Center,Regular Season,1,0,1,0.0,9,9.0,9
1630174,Aaron Nesmith,Kia Center,Regular Season,2,1,1,0.5,44,22.0,25
1630174,Aaron Nesmith,Madison Square Garden,Regular Season,2,1,1,0.5,25,12.5,14
1630174,Aaron Nesmith,Moda Center,Regular Season,1,0,1,0.0,9,9.0,9
1630174,Aaron Nesmith,Mortgage Matchup Center,Regular Season,1,0,1,0.0,10,10.0,10
1630174,Aaron Nesmith,Paycom Center,Regular Season,1,1,0,1.0,17,17.0,17
1630174,Aaron Nesmith,Scotiabank Arena,Regular Season,1,0,1,0.0,7,7.0,7
1630174,Aaron Nesmith,Spectrum Center,Regular Season,1,1,0,1.0,16,16.0,16
1630174,Aaron Nesmith,State Farm Arena,Regular Season,1,0,1,0.0,18,18.0,18
1630174,Aaron Nesmith,TD Garden,Regular Season,1,0,1,0.0,6,6.0,6
1630174,Aaron Nesmith,Target Center,Regular Season,1,0,1,0.0,18,18.0,18
1630174,Aaron Nesmith,Toyota Center,Regular Season,1,0,1,0.0,14,14.0,14
1630174,Aaron Nesmith,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,7,7.0,7
1630598,Aaron Wiggins,American Airlines Center,Regular Season,2,2,0,1.0,17,8.5,11
1630598,Aaron Wiggins,Ball Arena,Regular Season,2,1,1,0.5,27,13.5,14
1630598,Aaron Wiggins,Barclays Center,Regular Season,1,1,0,1.0,17,17.0,17
1630598,Aaron Wiggins,Capital One Arena,Regular Season,1,1,0,1.0,5,5.0,5
1630598,Aaron Wiggins,Chase Center,Regular Season,2,2,0,1.0,26,13.0,15
1630598,Aaron Wiggins,Crypto.com Arena,Playoffs,2,2,0,1.0,4,2.0,4
1630598,Aaron Wiggins,Crypto.com Arena,Regular Season,2,2,0,1.0,10,5.0,10
1630598,Aaron Wiggins,Delta Center,Regular Season,1,1,0,1.0,19,19.0,19
1630598,Aaron Wiggins,FedExForum,Regular Season,1,1,0,1.0,16,16.0,16
1630598,Aaron Wiggins,Frost Bank Center,Playoffs,3,1,2,0.333,9,3.0,5
1630598,Aaron Wiggins,Frost Bank Center,Regular Season,2,0,2,0.0,23,11.5,20
1630598,Aaron Wiggins,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,23,23.0,23
1630598,Aaron Wiggins,Intuit Dome,Regular Season,2,2,0,1.0,14,7.0,12
1630598,Aaron Wiggins,Kaseya Center,Regular Season,1,0,1,0.0,18,18.0,18
1630598,Aaron Wiggins,Kia Center,Regular Season,1,1,0,1.0,2,2.0,2
1630598,Aaron Wiggins,Little Caesars Arena,Regular Season,1,0,1,0.0,20,20.0,20
1630598,Aaron Wiggins,Madison Square Garden,Regular Season,1,1,0,1.0,6,6.0,6
1630598,Aaron Wiggins,Moda Center,Regular Season,2,1,1,0.5,32,16.0,27
1630598,Aaron Wiggins,Mortgage Matchup Center,Playoffs,2,2,0,1.0,4,2.0,2
1630598,Aaron Wiggins,Mortgage Matchup Center,Regular Season,2,1,1,0.5,17,8.5,12
1630598,Aaron Wiggins,Paycom Center,Playoffs,6,5,1,0.833,2,0.3,2
1630598,Aaron Wiggins,Paycom Center,Regular Season,32,26,6,0.812,252,7.9,18
1630598,Aaron Wiggins,Rocket Arena,Regular Season,1,1,0,1.0,12,12.0,12
1630598,Aaron Wiggins,Scotiabank Arena,Regular Season,1,1,0,1.0,8,8.0,8
1630598,Aaron Wiggins,State Farm Arena,Regular Season,1,1,0,1.0,9,9.0,9
1630598,Aaron Wiggins,T-Mobile Arena,Regular Season,1,0,1,0.0,0,0.0,0
1630598,Aaron Wiggins,Target Center,Regular Season,1,0,1,0.0,10,10.0,10
1630598,Aaron Wiggins,Toyota Center,Regular Season,1,1,0,1.0,5,5.0,5
1630598,Aaron Wiggins,United Center,Regular Season,1,1,0,1.0,18,18.0,18
1630598,Aaron Wiggins,Xfinity Mobile Arena,Regular Season,1,1,0,1.0,5,5.0,5
1642846,Ace Bailey,American Airlines Center,Regular Season,2,0,2,0.0,33,16.5,18
1642846,Ace Bailey,Ball Arena,Regular Season,2,0,2,0.0,25,12.5,15
1642846,Ace Bailey,Barclays Center,Regular Season,1,1,0,1.0,5,5.0,5
1642846,Ace Bailey,Capital One Arena,Regular Season,1,1,0,1.0,32,32.0,32
1642846,Ace Bailey,Chase Center,Regular Season,1,0,1,0.0,21,21.0,21
1642846,Ace Bailey,Crypto.com Arena,Regular Season,2,0,2,0.0,28,14.0,15
1642846,Ace Bailey,Delta Center,Regular Season,37,12,25,0.324,579,15.6,37
1642846,Ace Bailey,FedExForum,Regular Season,2,1,1,0.5,28,14.0,20
1642846,Ace Bailey,Fiserv Forum,Regular Season,1,0,1,0.0,9,9.0,9
1642846,Ace Bailey,Frost Bank Center,Regular Season,1,0,1,0.0,8,8.0,8
1642846,Ace Bailey,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,19,19.0,19
1642846,Ace Bailey,Golden 1 Center,Regular Season,1,0,1,0.0,0,0.0,0
1642846,Ace Bailey,Kaseya Center,Regular Season,1,1,0,1.0,16,16.0,16
1642846,Ace Bailey,Kia Center,Regular Season,1,0,1,0.0,10,10.0,10
1642846,Ace Bailey,Little Caesars Arena,Regular Season,1,0,1,0.0,9,9.0,9
1642846,Ace Bailey,Madison Square Garden,Regular Season,1,0,1,0.0,13,13.0,13
1642846,Ace Bailey,Moda Center,Regular Season,1,0,1,0.0,8,8.0,8
1642846,Ace Bailey,Mortgage Matchup Center,Regular Season,2,0,2,0.0,19,9.5,13
1642846,Ace Bailey,Paycom Center,Regular Season,2,0,2,0.0,16,8.0,14
1642846,Ace Bailey,Rocket Arena,Regular Season,1,1,0,1.0,4,4.0,4
1642846,Ace Bailey,Scotiabank Arena,Regular Season,1,0,1,0.0,4,4.0,4
1642846,Ace Bailey,Spectrum Center,Regular Season,1,0,1,0.0,6,6.0,6
1642846,Ace Bailey,State Farm Arena,Regular Season,1,0,1,0.0,20,20.0,20
1642846,Ace Bailey,TD Garden,Regular Season,1,1,0,1.0,4,4.0,4
1642846,Ace Bailey,Target Center,Regular Season,2,0,2,0.0,29,14.5,17
1642846,Ace Bailey,Toyota Center,Regular Season,2,0,2,0.0,26,13.0,22
1642846,Ace Bailey,United Center,Regular Season,1,0,1,0.0,10,10.0,10
1642846,Ace Bailey,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,12,12.0,12
1642380,Adama Bal,Ball Arena,Regular Season,1,0,1,0.0,12,12.0,12
1642380,Adama Bal,Delta Center,Regular Season,1,0,1,0.0,18,18.0,18
1642380,Adama Bal,FedExForum,Regular Season,5,1,4,0.2,45,9.0,20
1642380,Adama Bal,Fiserv Forum,Regular Season,1,0,1,0.0,8,8.0,8
1641737,Adem Bona,American Airlines Center,Regular Season,1,1,0,1.0,2,2.0,2
1641737,Adem Bona,Ball Arena,Regular Season,1,0,1,0.0,6,6.0,6
1641737,Adem Bona,Barclays Center,Regular Season,2,2,0,1.0,15,7.5,13
1641737,Adem Bona,Capital One Arena,Regular Season,2,2,0,1.0,15,7.5,13
1641737,Adem Bona,Chase Center,Regular Season,1,1,0,1.0,11,11.0,11
1641737,Adem Bona,Crypto.com Arena,Regular Season,1,0,1,0.0,2,2.0,2
1641737,Adem Bona,Delta Center,Regular Season,1,1,0,1.0,16,16.0,16
1641737,Adem Bona,FedExForum,Regular Season,1,1,0,1.0,4,4.0,4
1641737,Adem Bona,Fiserv Forum,Regular Season,1,1,0,1.0,10,10.0,10
1641737,Adem Bona,Gainbridge Fieldhouse,Regular Season,2,2,0,1.0,9,4.5,6
1641737,Adem Bona,Golden 1 Center,Regular Season,1,1,0,1.0,8,8.0,8
1641737,Adem Bona,Intuit Dome,Regular Season,1,1,0,1.0,6,6.0,6
1641737,Adem Bona,Kaseya Center,Regular Season,1,0,1,0.0,2,2.0,2
1641737,Adem Bona,Little Caesars Arena,Regular Season,1,0,1,0.0,2,2.0,2
1641737,Adem Bona,Madison Square Garden,Playoffs,2,0,2,0.0,2,1.0,2
1641737,Adem Bona,Madison Square Garden,Regular Season,2,2,0,1.0,5,2.5,3
1641737,Adem Bona,Moda Center,Regular Season,1,0,1,0.0,7,7.0,7
1641737,Adem Bona,Mortgage Matchup Center,Regular Season,1,1,0,1.0,4,4.0,4
1641737,Adem Bona,Paycom Center,Regular Season,1,0,1,0.0,11,11.0,11
1641737,Adem Bona,Rocket Arena,Regular Season,2,0,2,0.0,12,6.0,8
1641737,Adem Bona,Scotiabank Arena,Regular Season,2,1,1,0.5,9,4.5,9
1641737,Adem Bona,Smoothie King Center,Regular Season,1,0,1,0.0,4,4.0,4
1641737,Adem Bona,Spectrum Center,Regular Season,2,1,1,0.5,4,2.0,2
1641737,Adem Bona,State Farm Arena,Regular Season,1,0,1,0.0,4,4.0,4
1641737,Adem Bona,TD Garden,Playoffs,3,2,1,0.667,3,1.0,3
1641737,Adem Bona,TD Garden,Regular Season,2,1,1,0.5,5,2.5,5
1641737,Adem Bona,Target Center,Regular Season,1,1,0,1.0,8,8.0,8
1641737,Adem Bona,Toyota Center,Regular Season,1,0,1,0.0,2,2.0,2
1641737,Adem Bona,United Center,Regular Season,2,0,2,0.0,3,1.5,2
1641737,Adem Bona,Xfinity Mobile Arena,Playoffs,5,1,4,0.2,21,4.2,10
1641737,Adem Bona,Xfinity Mobile Arena,Regular Season,35,21,14,0.6,158,4.5,12
1642876,Adou Thiero,Chase Center,Regular Season,1,1,0,1.0,0,0.0,0
1642876,Adou Thiero,Crypto.com Arena,Playoffs,2,0,2,0.0,4,2.0,4
1642876,Adou Thiero,Crypto.com Arena,Regular Season,16,10,6,0.625,32,2.0,10
1642876,Adou Thiero,Delta Center,Regular Season,1,1,0,1.0,0,0.0,0
1642876,Adou Thiero,Fiserv Forum,Regular Season,1,1,0,1.0,4,4.0,4
1642876,Adou Thiero,Intuit Dome,Regular Season,1,0,1,0.0,0,0.0,0
1642876,Adou Thiero,Little Caesars Arena,Regular Season,1,0,1,0.0,1,1.0,1
1642876,Adou Thiero,Mortgage Matchup Center,Regular Season,1,0,1,0.0,6,6.0,6
1642876,Adou Thiero,Paycom Center,Playoffs,2,0,2,0.0,0,0.0,0
1642876,Adou Thiero,Scotiabank Arena,Regular Season,1,1,0,1.0,4,4.0,4
1642876,Adou Thiero,TD Garden,Regular Season,1,0,1,0.0,0,0.0,0
1642876,Adou Thiero,Toyota Center,Playoffs,2,1,1,0.5,5,2.5,3
1642876,Adou Thiero,Xfinity Mobile Arena,Regular Season,1,1,0,1.0,0,0.0,0
1642349,Ajay Mitchell,American Airlines Center,Regular Season,1,1,0,1.0,17,17.0,17
1642349,Ajay Mitchell,Barclays Center,Regular Season,1,1,0,1.0,10,10.0,10
1642349,Ajay Mitchell,Capital One Arena,Regular Season,1,1,0,1.0,14,14.0,14
1642349,Ajay Mitchell,Chase Center,Regular Season,2,2,0,1.0,21,10.5,11
1642349,Ajay Mitchell,Crypto.com Arena,Playoffs,2,2,0,1.0,52,26.0,28
1642349,Ajay Mitchell,Crypto.com Arena,Regular Season,1,1,0,1.0,9,9.0,9
1642349,Ajay Mitchell,Delta Center,Regular Season,2,2,0,1.0,19,9.5,12
1642349,Ajay Mitchell,FedExForum,Regular Season,2,2,0,1.0,44,22.0,23
1642349,Ajay Mitchell,Fiserv Forum,Regular Season,1,1,0,1.0,18,18.0,18
1642349,Ajay Mitchell,Frost Bank Center,Playoffs,1,1,0,1.0,2,2.0,2
1642349,Ajay Mitchell,Gainbridge Fieldhouse,Regular Season,1,1,0,1.0,26,26.0,26
1642349,Ajay Mitchell,Golden 1 Center,Regular Season,1,1,0,1.0,18,18.0,18
1642349,Ajay Mitchell,Intuit Dome,Regular Season,2,2,0,1.0,15,7.5,8
1642349,Ajay Mitchell,Kaseya Center,Regular Season,1,0,1,0.0,15,15.0,15
1642349,Ajay Mitchell,Kia Center,Regular Season,1,1,0,1.0,16,16.0,16
1642349,Ajay Mitchell,Moda Center,Regular Season,2,1,1,0.5,38,19.0,21
1642349,Ajay Mitchell,Mortgage Matchup Center,Playoffs,2,2,0,1.0,37,18.5,22
1642349,Ajay Mitchell,Mortgage Matchup Center,Regular Season,1,0,1,0.0,13,13.0,13
1642349,Ajay Mitchell,Paycom Center,Playoffs,6,5,1,0.833,75,12.5,20
1642349,Ajay Mitchell,Paycom Center,Regular Season,29,28,1,0.966,389,13.4,24
1642349,Ajay Mitchell,Rocket Arena,Regular Season,1,1,0,1.0,5,5.0,5
1642349,Ajay Mitchell,Smoothie King Center,Regular Season,1,1,0,1.0,11,11.0,11
1642349,Ajay Mitchell,Spectrum Center,Regular Season,1,1,0,1.0,14,14.0,14
1642349,Ajay Mitchell,State Farm Arena,Regular Season,1,1,0,1.0,14,14.0,14
1642349,Ajay Mitchell,T-Mobile Arena,Regular Season,1,0,1,0.0,9,9.0,9
1642349,Ajay Mitchell,TD Garden,Regular Season,1,0,1,0.0,8,8.0,8
1642349,Ajay Mitchell,Target Center,Regular Season,1,0,1,0.0,14,14.0,14
1642349,Ajay Mitchell,Toyota Center,Regular Season,1,1,0,1.0,17,17.0,17
201143,Al Horford,American Airlines Center,Regular Season,1,0,1,0.0,3,3.0,3
201143,Al Horford,Chase Center,Regular Season,23,12,11,0.522,228,9.9,22
201143,Al Horford,Crypto.com Arena,Regular Season,2,1,1,0.5,9,4.5,5
201143,Al Horford,Delta Center,Regular Season,1,1,0,1.0,9,9.0,9
201143,Al Horford,FedExForum,Regular Season,1,1,0,1.0,10,10.0,10
201143,Al Horford,Fiserv Forum,Regular Season,1,0,1,0.0,3,3.0,3
201143,Al Horford,Frost Bank Center,Regular Season,2,2,0,1.0,9,4.5,9
201143,Al Horford,Gainbridge Fieldhouse,Regular Season,1,0,1,0.0,4,4.0,4
201143,Al Horford,Golden 1 Center,Regular Season,2,0,2,0.0,10,5.0,10
201143,Al Horford,Intuit Dome,Regular Season,2,0,2,0.0,10,5.0,5
201143,Al Horford,Kia Center,Regular Season,1,0,1,0.0,9,9.0,9
201143,Al Horford,Mortgage Matchup Center,Regular Season,1,1,0,1.0,13,13.0,13
201143,Al Horford,Paycom Center,Regular Season,1,0,1,0.0,4,4.0,4
201143,Al Horford,Scotiabank Arena,Regular Season,1,0,1,0.0,7,7.0,7
201143,Al Horford,Smoothie King Center,Regular Season,1,1,0,1.0,6,6.0,6
201143,Al Horford,Spectrum Center,Regular Season,1,1,0,1.0,8,8.0,8
201143,Al Horford,Target Center,Regular Season,1,1,0,1.0,10,10.0,10
201143,Al Horford,Toyota Center,Regular Season,1,1,0,1.0,17,17.0,17
201143,Al Horford,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,3,3.0,3
1630828,Alex Antetokounmpo,Fiserv Forum,Regular Season,3,2,1,0.667,6,2.0,3
1630828,Alex Antetokounmpo,Little Caesars Arena,Regular Season,1,0,1,0.0,5,5.0,5
1630828,Alex Antetokounmpo,Toyota Center,Regular Season,1,0,1,0.0,0,0.0,0
1630828,Alex Antetokounmpo,Xfinity Mobile Arena,Regular Season,1,0,1,0.0,8,8.0,8
1627936,Alex Caruso,American Airlines Center,Regular Season,1,1,0,1.0,4,4.0,4
1627936,Alex Caruso,Barclays Center,Regular Season,1,1,0,1.0,0,0.0,0
1627936,Alex Caruso,Capital One Arena,Regular Season,1,1,0,1.0,4,4.0,4
1627936,Alex Caruso,Chase Center,Regular Season,1,1,0,1.0,4,4.0,4
1627936,Alex Caruso,Crypto.com Arena,Playoffs,2,2,0,1.0,15,7.5,9
1627936,Alex Caruso,Crypto.com Arena,Regular Season,2,2,0,1.0,23,11.5,17
1627936,Alex Caruso,Delta Center,Regular Season,1,1,0,1.0,11,11.0,11
1627936,Alex Caruso,FedExForum,Regular Season,2,2,0,1.0,12,6.0,7
1627936,Alex Caruso,Frost Bank Center,Playoffs,3,1,2,0.333,22,7.3,15
1627936,Alex Caruso,Frost Bank Center,Regular Season,1,0,1,0.0,2,2.0,2
1627936,Alex Caruso,Golden 1 Center,Regular Season,1,1,0,1.0,3,3.0,3
1627936,Alex Caruso,Intuit Dome,Regular Season,2,2,0,1.0,10,5.0,8
1627936,Alex Caruso,Kaseya Center,Regular Season,1,0,1,0.0,5,5.0,5
1627936,Alex Caruso,Kia Center,Regular Season,1,1,0,1.0,2,2.0,2
1627936,Alex Caruso,Madison Square Garden,Regular Season,1,1,0,1.0,3,3.0,3
1627936,Alex Caruso,Mortgage Matchup Center,Playoffs,2,2,0,1.0,27,13.5,14
1627936,Alex Caruso,Mortgage Matchup Center,Regular Season,2,1,1,0.5,2,1.0,2
1627936,Alex Caruso,Paycom Center,Playoffs,8,6,2,0.75,101,12.6,31
1627936,Alex Caruso,Paycom Center,Regular Season,29,26,3,0.897,202,7.0,17
1627936,Alex Caruso,Rocket Arena,Regular Season,1,1,0,1.0,1,1.0,1
1627936,Alex Caruso,Scotiabank Arena,Regular Season,1,1,0,1.0,16,16.0,16
1627936,Alex Caruso,Spectrum Center,Regular Season,1,1,0,1.0,0,0.0,0
1627936,Alex Caruso,T-Mobile Arena,Regular Season,1,0,1,0.0,11,11.0,11
1627936,Alex Caruso,TD Garden,Regular Season,1,0,1,0.0,9,9.0,9
1627936,Alex Caruso,Target Center,Regular Season,1,0,1,0.0,7,7.0,7
1627936,Alex Caruso,Toyota Center,Regular Season,1,1,0,1.0,5,5.0,5
1627936,Alex Caruso,United Center,Regular Season,1,1,0,1.0,8,8.0,8
