arenaName,teamId,teamCity,teamName,games,mean_delta
Little Caesars Arena,1610612762,Utah,Jazz,1,-1279.9
Little Caesars Arena,1610612758,Sacramento,Kings,1,-1386.6
Madison Square Garden,1610612738,Boston,Celtics,2,10.8
Madison Square Garden,1610612740,New Orleans,Pelicans,1,10.8
Madison Square Garden,1610612741,Chicago,Bulls,2,10.8
Madison Square Garden,1610612742,Dallas,Mavericks,1,10.8
Madison Square Garden,1610612743,Denver,Nuggets,1,10.8
Madison Square Garden,1610612744,Golden State,Warriors,1,10.8
Madison Square Garden,1610612745,Houston,Rockets,1,10.8
Madison Square Garden,1610612746,LA,Clippers,1,10.8
Madison Square Garden,1610612747,Los Angeles,Lakers,1,10.8
Madison Square Garden,1610612748,Miami,Heat,2,10.8
Madison Square Garden,1610612749,Milwaukee,Bucks,1,10.8
Madison Square Garden,1610612750,Minnesota,Timberwolves,1,10.8
Madison Square Garden,1610612751,Brooklyn,Nets,2,10.8
Madison Square Garden,1610612753,Orlando,Magic,2,10.8
Madison Square Garden,1610612754,Indiana,Pacers,2,10.8
Madison Square Garden,1610612756,Phoenix,Suns,1,10.8
Madison Square Garden,1610612757,Portland,Trail Blazers,1,10.8
Madison Square Garden,1610612758,Sacramento,Kings,1,10.8
Madison Square Garden,1610612760,Oklahoma City,Thunder,1,10.8
Madison Square Garden,1610612761,Toronto,Raptors,2,10.8
Madison Square Garden,1610612762,Utah,Jazz,1,10.8
Madison Square Garden,1610612763,Memphis,Grizzlies,1,10.8
Madison Square Garden,1610612764,Washington,Wizards,2,10.8
Madison Square Garden,1610612765,Detroit,Pistons,1,10.8
Madison Square Garden,1610612766,Charlotte,Hornets,2,10.8
Madison Square Garden,1610612739,Cleveland,Cavaliers,4,5.4
Madison Square Garden,1610612759,San Antonio,Spurs,3,3.6
Madison Square Garden,1610612737,Atlanta,Hawks,4,2.7
Madison Square Garden,1610612755,Philadelphia,76ers,4,-102.8
Moda Center,1610612765,Detroit,Pistons,1,1846.8
Moda Center,1610612746,LA,Clippers,2,1159.5
Moda Center,1610612744,Golden State,Warriors,2,1069.9
Moda Center,1610612750,Minnesota,Timberwolves,2,947.9
Moda Center,1610612747,Los Angeles,Lakers,2,692.6
Moda Center,1610612759,San Antonio,Spurs,3,615.6
Moda Center,1610612766,Charlotte,Hornets,1,614.8
Moda Center,1610612758,Sacramento,Kings,2,446.1
Moda Center,1610612738,Boston,Celtics,1,426.2
Moda Center,1610612742,Dallas,Mavericks,2,359.5
Moda Center,1610612752,New York,Knicks,1,342.1
Moda Center,1610612741,Chicago,Bulls,1,268.3
Moda Center,1610612743,Denver,Nuggets,2,-60.7
Moda Center,1610612761,Toronto,Raptors,1,-97.6
Moda Center,1610612764,Washington,Wizards,1,-136.6
Moda Center,1610612739,Cleveland,Cavaliers,1,-300.6
Moda Center,1610612760,Oklahoma City,Thunder,2,-331.8
Moda Center,1610612753,Orlando,Magic,1,-471.8
Moda Center,1610612762,Utah,Jazz,2,-476.4
Moda Center,1610612751,Brooklyn,Nets,1,-486.1
Moda Center,1610612749,Milwaukee,Bucks,1,-555.8
Moda Center,1610612740,New Orleans,Pelicans,1,-672.7
Moda Center,1610612754,Indiana,Pacers,1,-717.8
Moda Center,1610612748,Miami,Heat,1,-727.0
Moda Center,1610612763,Memphis,Grizzlies,2,-973.0
Moda Center,1610612745,Houston,Rockets,2,-979.1
Moda Center,1610612756,Phoenix,Suns,2,-985.8
Moda Center,1610612737,Atlanta,Hawks,1,-1370.7
Moda Center,1610612755,Philadelphia,76ers,1,-1546.0
Moody Center,1610612756,Phoenix,Suns,1,90.0
Moody Center,1610612758,Sacramento,Kings,1,-90.0
Mortgage Matchup Center,1610612737,Atlanta,Hawks,1,0.0
Mortgage Matchup Center,1610612738,Boston,Celtics,1,0.0
Mortgage Matchup Center,1610612739,Cleveland,Cavaliers,1,0.0
Mortgage Matchup Center,1610612740,New Orleans,Pelicans,1,0.0
Mortgage Matchup Center,1610612741,Chicago,Bulls,1,0.0
Mortgage Matchup Center,1610612742,Dallas,Mavericks,2,0.0
Mortgage Matchup Center,1610612743,Denver,Nuggets,2,0.0
Mortgage Matchup Center,1610612744,Golden State,Warriors,2,0.0
Mortgage Matchup Center,1610612745,Houston,Rockets,2,0.0
Mortgage Matchup Center,1610612746,LA,Clippers,2,0.0
Mortgage Matchup Center,1610612747,Los Angeles,Lakers,3,0.0
Mortgage Matchup Center,1610612748,Miami,Heat,1,0.0
Mortgage Matchup Center,1610612749,Milwaukee,Bucks,1,0.0
Mortgage Matchup Center,1610612750,Minnesota,Timberwolves,1,0.0
Mortgage Matchup Center,1610612751,Brooklyn,Nets,1,0.0
Mortgage Matchup Center,1610612752,New York,Knicks,1,0.0
Mortgage Matchup Center,1610612753,Orlando,Magic,1,0.0
Mortgage Matchup Center,1610612754,Indiana,Pacers,1,0.0
Mortgage Matchup Center,1610612755,Philadelphia,76ers,1,0.0
Mortgage Matchup Center,1610612757,Portland,Trail Blazers,1,0.0
Mortgage Matchup Center,1610612758,Sacramento,Kings,2,0.0
Mortgage Matchup Center,1610612759,San Antonio,Spurs,2,0.0
Mortgage Matchup Center,1610612760,Oklahoma City,Thunder,4,0.0
Mortgage Matchup Center,1610612761,Toronto,Raptors,1,0.0
Mortgage Matchup Center,1610612762,Utah,Jazz,2,0.0
Mortgage Matchup Center,1610612763,Memphis,Grizzlies,1,0.0
Mortgage Matchup Center,1610612764,Washington,Wizards,1,0.0
Mortgage Matchup Center,1610612765,Detroit,Pistons,1,0.0
Mortgage Matchup Center,1610612766,Charlotte,Hornets,1,0.0
Paycom Center,1610612737,Atlanta,Hawks,1,0.0
Paycom Center,1610612738,Boston,Celtics,1,0.0
Paycom Center,1610612739,Cleveland,Cavaliers,1,0.0
Paycom Center,1610612740,New Orleans,Pelicans,2,0.0
Paycom Center,1610612741,Chicago,Bulls,1,0.0
Paycom Center,1610612742,Dallas,Mavericks,1,0.0
Paycom Center,1610612743,Denver,Nuggets,2,0.0
Paycom Center,1610612744,Golden State,Warriors,2,0.0
Paycom Center,1610612745,Houston,Rockets,2,0.0
Paycom Center,1610612746,LA,Clippers,1,0.0
Paycom Center,1610612747,Los Angeles,Lakers,4,0.0
Paycom Center,1610612748,Miami,Heat,1,0.0
Paycom Center,1610612749,Milwaukee,Bucks,1,0.0
Paycom Center,1610612750,Minnesota,Timberwolves,2,0.0
Paycom Center,1610612751,Brooklyn,Nets,1,0.0
Paycom Center,1610612752,New York,Knicks,1,0.0
Paycom Center,1610612753,Orlando,Magic,1,0.0
Paycom Center,1610612754,Indiana,Pacers,1,0.0
Paycom Center,1610612755,Philadelphia,76ers,1,0.0
Paycom Center,1610612756,Phoenix,Suns,5,0.0
Paycom Center,1610612757,Portland,Trail Blazers,2,0.0
Paycom Center,1610612758,Sacramento,Kings,2,0.0
Paycom Center,1610612759,San Antonio,Spurs,6,0.0
Paycom Center,1610612761,Toronto,Raptors,1,0.0
Paycom Center,1610612762,Utah,Jazz,2,0.0
Paycom Center,1610612763,Memphis,Grizzlies,1,0.0
Paycom Center,1610612764,Washington,Wizards,1,0.0
Paycom Center,1610612765,Detroit,Pistons,1,0.0
Paycom Center,1610612766,Charlotte,Hornets,1,0.0
Rocket Arena,1610612737,Atlanta,Hawks,2,0.0
Rocket Arena,1610612738,Boston,Celtics,2,0.0
Rocket Arena,1610612740,New Orleans,Pelicans,1,0.0
Rocket Arena,1610612741,Chicago,Bulls,2,0.0
Rocket Arena,1610612742,Dallas,Mavericks,1,0.0
Rocket Arena,1610612743,Denver,Nuggets,1,0.0
Rocket Arena,1610612744,Golden State,Warriors,1,0.0
Rocket Arena,1610612745,Houston,Rockets,1,0.0
Rocket Arena,1610612746,LA,Clippers,1,0.0
Rocket Arena,1610612747,Los Angeles,Lakers,1,0.0
Rocket Arena,1610612748,Miami,Heat,2,0.0
Rocket Arena,1610612749,Milwaukee,Bucks,2,0.0
Rocket Arena,1610612750,Minnesota,Timberwolves,1,0.0
Rocket Arena,1610612751,Brooklyn,Nets,1,0.0
Rocket Arena,1610612752,New York,Knicks,3,0.0
Rocket Arena,1610612753,Orlando,Magic,2,0.0
Rocket Arena,1610612754,Indiana,Pacers,2,0.0
Rocket Arena,1610612755,Philadelphia,76ers,2,0.0
Rocket Arena,1610612756,Phoenix,Suns,1,0.0
Rocket Arena,1610612757,Portland,Trail Blazers,1,0.0
Rocket Arena,1610612758,Sacramento,Kings,1,0.0
Rocket Arena,1610612759,San Antonio,Spurs,1,0.0
Rocket Arena,1610612760,Oklahoma City,Thunder,1,0.0
Rocket Arena,1610612761,Toronto,Raptors,6,0.0
Rocket Arena,1610612762,Utah,Jazz,1,0.0
Rocket Arena,1610612763,Memphis,Grizzlies,1,0.0
Rocket Arena,1610612764,Washington,Wizards,2,0.0
Rocket Arena,1610612765,Detroit,Pistons,5,0.0
Rocket Arena,1610612766,Charlotte,Hornets,2,0.0
Scotiabank Arena,1610612742,Dallas,Mavericks,1,991.5
Scotiabank Arena,1610612744,Golden State,Warriors,1,991.5
Scotiabank Arena,1610612747,Los Angeles,Lakers,1,991.5
Scotiabank Arena,1610612759,San Antonio,Spurs,1,991.5
Scotiabank Arena,1610612764,Washington,Wizards,1,991.5
Scotiabank Arena,1610612766,Charlotte,Hornets,2,600.4
Scotiabank Arena,1610612753,Orlando,Magic,2,521.5
Scotiabank Arena,1610612765,Detroit,Pistons,2,455.9
Scotiabank Arena,1610612757,Portland,Trail Blazers,1,379.5
Scotiabank Arena,1610612756,Phoenix,Suns,1,371.3
Scotiabank Arena,1610612743,Denver,Nuggets,1,357.0
Scotiabank Arena,1610612760,Oklahoma City,Thunder,1,328.3
Scotiabank Arena,1610612752,New York,Knicks,3,209.7
Scotiabank Arena,1610612740,New Orleans,Pelicans,1,199.2
Scotiabank Arena,1610612738,Boston,Celtics,2,184.3
Scotiabank Arena,1610612749,Milwaukee,Bucks,2,157.1
Scotiabank Arena,1610612746,LA,Clippers,1,103.8
Scotiabank Arena,1610612741,Chicago,Bulls,1,-38.7
Scotiabank Arena,1610612748,Miami,Heat,2,-50.4
Scotiabank Arena,1610612750,Minnesota,Timberwolves,1,-59.2
Scotiabank Arena,1610612762,Utah,Jazz,1,-85.8
Scotiabank Arena,1610612758,Sacramento,Kings,1,-222.1
Scotiabank Arena,1610612751,Brooklyn,Nets,2,-435.3
Scotiabank Arena,1610612739,Cleveland,Cavaliers,4,-437.1
Scotiabank Arena,1610612754,Indiana,Pacers,2,-669.0
Scotiabank Arena,1610612755,Philadelphia,76ers,2,-721.8
Scotiabank Arena,1610612737,Atlanta,Hawks,2,-739.8
Scotiabank Arena,1610612745,Houston,Rockets,1,-1638.7
Scotiabank Arena,1610612763,Memphis,Grizzlies,1,-2138.9
Smoothie King Center,1610612737,Atlanta,Hawks,1,1969.2
Smoothie King Center,1610612747,Los Angeles,Lakers,2,1730.9
Smoothie King Center,1610612744,Golden State,Warriors,2,975.0
Smoothie King Center,1610612759,San Antonio,Spurs,2,612.2
Smoothie King Center,1610612752,New York,Knicks,1,579.3
Smoothie King Center,1610612739,Cleveland,Cavaliers,1,524.0
Smoothie King Center,1610612743,Denver,Nuggets,2,431.2
Smoothie King Center,1610612763,Memphis,Grizzlies,2,424.1
Smoothie King Center,1610612742,Dallas,Mavericks,2,416.9
Smoothie King Center,1610612738,Boston,Celtics,1,319.0
Smoothie King Center,1610612756,Phoenix,Suns,2,310.3
Smoothie King Center,1610612745,Houston,Rockets,2,293.4
Smoothie King Center,1610612764,Washington,Wizards,1,227.8
Smoothie King Center,1610612741,Chicago,Bulls,1,219.6
Smoothie King Center,1610612758,Sacramento,Kings,1,161.2
Smoothie King Center,1610612753,Orlando,Magic,1,157.0
Smoothie King Center,1610612761,Toronto,Raptors,1,94.5
Smoothie King Center,1610612748,Miami,Heat,1,-32.6
Smoothie King Center,1610612754,Indiana,Pacers,1,-42.8
Smoothie King Center,1610612755,Philadelphia,76ers,1,-51.0
Smoothie King Center,1610612751,Brooklyn,Nets,1,-281.7
Smoothie King Center,1610612762,Utah,Jazz,1,-517.4
Smoothie King Center,1610612746,LA,Clippers,2,-517.9
Smoothie King Center,1610612749,Milwaukee,Bucks,1,-780.8
Smoothie King Center,1610612766,Charlotte,Hornets,1,-943.8
Smoothie King Center,1610612765,Detroit,Pistons,1,-998.1
Smoothie King Center,1610612757,Portland,Trail Blazers,3,-1117.7
Smoothie King Center,1610612750,Minnesota,Timberwolves,2,-1907.8
Smoothie King Center,1610612760,Oklahoma City,Thunder,1,-2786.8
Spectrum Center,1610612744,Golden State,Warriors,1,994.2
Spectrum Center,1610612738,Boston,Celtics,1,950.1
Spectrum Center,1610612757,Portland,Trail Blazers,1,941.9
Spectrum Center,1610612745,Houston,Rockets,1,929.6
Spectrum Center,1610612752,New York,Knicks,2,913.7
Spectrum Center,1610612756,Phoenix,Suns,1,900.9
Spectrum Center,1610612748,Miami,Heat,2,871.7
Spectrum Center,1610612765,Detroit,Pistons,2,855.3
Spectrum Center,1610612747,Los Angeles,Lakers,1,842.5
Spectrum Center,1610612759,San Antonio,Spurs,1,838.3
Spectrum Center,1610612742,Dallas,Mavericks,1,824.0
Spectrum Center,1610612751,Brooklyn,Nets,1,820.9
Spectrum Center,1610612763,Memphis,Grizzlies,1,791.2
Spectrum Center,1610612760,Oklahoma City,Thunder,1,772.8
Spectrum Center,1610612758,Sacramento,Kings,1,753.3
Spectrum Center,1610612750,Minnesota,Timberwolves,1,747.1
Spectrum Center,1610612753,Orlando,Magic,2,314.1
Spectrum Center,1610612746,LA,Clippers,1,6.0
Spectrum Center,1610612739,Cleveland,Cavaliers,2,-61.6
Spectrum Center,1610612754,Indiana,Pacers,2,-261.0
Spectrum Center,1610612743,Denver,Nuggets,1,-306.6
Spectrum Center,1610612749,Milwaukee,Bucks,2,-372.2
Spectrum Center,1610612755,Philadelphia,76ers,2,-744.8
Spectrum Center,1610612741,Chicago,Bulls,2,-908.2
Spectrum Center,1610612737,Atlanta,Hawks,2,-1330.5
Spectrum Center,1610612740,New Orleans,Pelicans,1,-1488.4
Spectrum Center,1610612761,Toronto,Raptors,2,-1554.5
Spectrum Center,1610612764,Washington,Wizards,2,-1564.8
Spectrum Center,1610612762,Utah,Jazz,1,-1631.9
State Farm Arena,1610612766,Charlotte,Hornets,2,1148.4
State Farm Arena,1610612765,Detroit,Pistons,1,1022.3
State Farm Arena,1610612738,Boston,Celtics,2,958.2
State Farm Arena,1610612747,Los Angeles,Lakers,1,859.3
State Farm Arena,1610612761,Toronto,Raptors,2,737.9
State Farm Arena,1610612744,Golden State,Warriors,1,731.2
State Farm Arena,1610612758,Sacramento,Kings,1,728.1
State Farm Arena,1610612753,Orlando,Magic,2,639.5
State Farm Arena,1610612752,New York,Knicks,5,479.6
State Farm Arena,1610612739,Cleveland,Cavaliers,2,476.5
State Farm Arena,1610612755,Philadelphia,76ers,2,365.3
State Farm Arena,1610612745,Houston,Rockets,1,252.5
State Farm Arena,1610612746,LA,Clippers,1,117.2
State Farm Arena,1610612760,Oklahoma City,Thunder,1,96.7
State Farm Arena,1610612750,Minnesota,Timberwolves,1,-10.9
State Farm Arena,1610612751,Brooklyn,Nets,2,-32.9
State Farm Arena,1610612743,Denver,Nuggets,1,-211.8
State Farm Arena,1610612749,Milwaukee,Bucks,2,-212.3
State Farm Arena,1610612763,Memphis,Grizzlies,1,-230.2
State Farm Arena,1610612740,New Orleans,Pelicans,1,-371.7
State Farm Arena,1610612748,Miami,Heat,2,-500.8
State Farm Arena,1610612764,Washington,Wizards,2,-751.5
State Farm Arena,1610612742,Dallas,Mavericks,1,-862.7
State Farm Arena,1610612759,San Antonio,Spurs,1,-871.9
State Farm Arena,1610612757,Portland,Trail Blazers,1,-879.1
State Farm Arena,1610612756,Phoenix,Suns,1,-917.0
State Farm Arena,1610612762,Utah,Jazz,1,-967.2
State Farm Arena,1610612741,Chicago,Bulls,2,-1145.1
State Farm Arena,1610612754,Indiana,Pacers,1,-4249.3
T-Mobile Arena,1610612759,San Antonio,Spurs,1,1822.0
T-Mobile Arena,1610612752,New York,Knicks,1,-1822.0
TD Garden,1610612737,Atlanta,Hawks,2,0.0
TD Garden,1610612739,Cleveland,Cavaliers,1,0.0
TD Garden,1610612740,New Orleans,Pelicans,1,0.0
TD Garden,1610612741,Chicago,Bulls,2,0.0
TD Garden,1610612742,Dallas,Mavericks,1,0.0
TD Garden,1610612743,Denver,Nuggets,1,0.0
TD Garden,1610612744,Golden State,Warriors,1,0.0
TD Garden,1610612745,Houston,Rockets,1,0.0
TD Garden,1610612746,LA,Clippers,1,0.0
TD Garden,1610612747,Los Angeles,Lakers,1,0.0
TD Garden,1610612748,Miami,Heat,2,0.0
TD Garden,1610612749,Milwaukee,Bucks,1,0.0
TD Garden,1610612750,Minnesota,Timberwolves,1,0.0
TD Garden,1610612751,Brooklyn,Nets,2,0.0
TD Garden,1610612752,New York,Knicks,2,0.0
TD Garden,1610612753,Orlando,Magic,2,0.0
TD Garden,1610612754,Indiana,Pacers,2,0.0
TD Garden,1610612755,Philadelphia,76ers,6,0.0
TD Garden,1610612756,Phoenix,Suns,1,0.0
TD Garden,1610612757,Portland,Trail Blazers,1,0.0
TD Garden,1610612758,Sacramento,Kings,1,0.0
TD Garden,1610612759,San Antonio,Spurs,1,0.0
TD Garden,1610612760,Oklahoma City,Thunder,1,0.0
TD Garden,1610612761,Toronto,Raptors,2,0.0
TD Garden,1610612762,Utah,Jazz,1,0.0
TD Garden,1610612763,Memphis,Grizzlies,1,0.0
TD Garden,1610612764,Washington,Wizards,2,0.0
TD Garden,1610612765,Detroit,Pistons,2,0.0
TD Garden,1610612766,Charlotte,Hornets,2,0.0
Target Center,1610612740,New Orleans,Pelicans,2,1140.8
Target Center,1610612744,Golden State,Warriors,2,1140.8
Target Center,1610612745,Houston,Rockets,1,1140.8
Target Center,1610612749,Milwaukee,Bucks,1,1140.8
Target Center,1610612751,Brooklyn,Nets,1,1140.8
Target Center,1610612752,New York,Knicks,1,1140.8
Target Center,1610612753,Orlando,Magic,1,1140.8
Target Center,1610612754,Indiana,Pacers,1,1140.8
Target Center,1610612755,Philadelphia,76ers,1,1140.8
Target Center,1610612761,Toronto,Raptors,1,1140.8
Target Center,1610612765,Detroit,Pistons,1,1140.8
Target Center,1610612766,Charlotte,Hornets,1,1140.8
Target Center,1610612760,Oklahoma City,Thunder,2,645.8
Target Center,1610612746,LA,Clippers,2,386.4
Target Center,1610612757,Portland,Trail Blazers,2,121.0
Target Center,1610612759,San Antonio,Spurs,5,46.5
Target Center,1610612742,Dallas,Mavericks,2,-20.5
Target Center,1610612762,Utah,Jazz,2,-389.0
Target Center,1610612741,Chicago,Bulls,1,-412.0
Target Center,1610612738,Boston,Celtics,1,-534.0
Target Center,1610612743,Denver,Nuggets,5,-560.5
Target Center,1610612739,Cleveland,Cavaliers,1,-605.8
Target Center,1610612737,Atlanta,Hawks,1,-637.5
Target Center,1610612748,Miami,Heat,1,-863.0
Target Center,1610612763,Memphis,Grizzlies,2,-1038.8
Target Center,1610612756,Phoenix,Suns,2,-1217.2
Target Center,1610612764,Washington,Wizards,1,-1319.2
Target Center,1610612758,Sacramento,Kings,2,-1692.3
Target Center,1610612747,Los Angeles,Lakers,1,-2620.9
Toyota Center,1610612743,Denver,Nuggets,1,51.2
Toyota Center,1610612750,Minnesota,Timberwolves,2,26.6
Toyota Center,1610612739,Cleveland,Cavaliers,1,9.2
Toyota Center,1610612747,Los Angeles,Lakers,5,-1.2
Toyota Center,1610612737,Atlanta,Hawks,1,-3.1
Toyota Center,1610612738,Boston,Celtics,1,-3.1
Toyota Center,1610612740,New Orleans,Pelicans,2,-3.1
Toyota Center,1610612741,Chicago,Bulls,1,-3.1
Toyota Center,1610612742,Dallas,Mavericks,2,-3.1
Toyota Center,1610612744,Golden State,Warriors,1,-3.1
Toyota Center,1610612746,LA,Clippers,3,-3.1
Toyota Center,1610612748,Miami,Heat,1,-3.1
Toyota Center,1610612749,Milwaukee,Bucks,1,-3.1
Toyota Center,1610612751,Brooklyn,Nets,1,-3.1
Toyota Center,1610612752,New York,Knicks,1,-3.1
Toyota Center,1610612753,Orlando,Magic,1,-3.1
Toyota Center,1610612754,Indiana,Pacers,1,-3.1
Toyota Center,1610612755,Philadelphia,76ers,1,-3.1
Toyota Center,1610612756,Phoenix,Suns,2,-3.1
Toyota Center,1610612757,Portland,Trail Blazers,2,-3.1
Toyota Center,1610612758,Sacramento,Kings,2,-3.1
Toyota Center,1610612759,San Antonio,Spurs,2,-3.1
Toyota Center,1610612760,Oklahoma City,Thunder,1,-3.1
Toyota Center,1610612761,Toronto,Raptors,1,-3.1
Toyota Center,1610612762,Utah,Jazz,2,-3.1
Toyota Center,1610612763,Memphis,Grizzlies,2,-3.1
Toyota Center,1610612764,Washington,Wizards,1,-3.1
Toyota Center,1610612765,Detroit,Pistons,1,-3.1
Toyota Center,1610612766,Charlotte,Hornets,1,-3.1
United Center,1610612738,Boston,Celtics,1,1895.4
United Center,1610612759,San Antonio,Spurs,1,1463.9
United Center,1610612765,Detroit,Pistons,2,1272.2
United Center,1610612750,Minnesota,Timberwolves,1,1214.8
United Center,1610612745,Houston,Rockets,1,1180.0
United Center,1610612753,Orlando,Magic,2,1168.2
United Center,1610612764,Washington,Wizards,1,1084.6
United Center,1610612747,Los Angeles,Lakers,1,1080.5
United Center,1610612748,Miami,Heat,2,774.1
United Center,1610612755,Philadelphia,76ers,2,758.7
United Center,1610612756,Phoenix,Suns,1,714.6
United Center,1610612743,Denver,Nuggets,1,712.5
United Center,1610612754,Indiana,Pacers,2,663.9
United Center,1610612749,Milwaukee,Bucks,2,612.6
United Center,1610612766,Charlotte,Hornets,2,-14.2
United Center,1610612751,Brooklyn,Nets,2,-52.1
United Center,1610612763,Memphis,Grizzlies,1,-89.0
United Center,1610612742,Dallas,Mavericks,1,-503.1
United Center,1610612761,Toronto,Raptors,2,-516.9
United Center,1610612740,New Orleans,Pelicans,2,-814.2
United Center,1610612739,Cleveland,Cavaliers,2,-949.5
United Center,1610612758,Sacramento,Kings,1,-1257.5
United Center,1610612752,New York,Knicks,2,-1296.4
United Center,1610612762,Utah,Jazz,1,-1419.5
United Center,1610612760,Oklahoma City,Thunder,1,-1724.9
United Center,1610612746,LA,Clippers,1,-1750.5
United Center,1610612757,Portland,Trail Blazers,1,-1771.0
United Center,1610612744,Golden State,Warriors,1,-1839.7
United Center,1610612737,Atlanta,Hawks,1,-2203.6
Xfinity Mobile Arena,1610612747,Los Angeles,Lakers,1,1470.0
Xfinity Mobile Arena,1610612740,New Orleans,Pelicans,1,1126.6
Xfinity Mobile Arena,1610612739,Cleveland,Cavaliers,2,767.9
Xfinity Mobile Arena,1610612745,Houston,Rockets,1,767.9
Xfinity Mobile Arena,1610612757,Portland,Trail Blazers,1,767.9
Xfinity Mobile Arena,1610612759,San Antonio,Spurs,1,767.9
Xfinity Mobile Arena,1610612760,Oklahoma City,Thunder,1,767.9
Xfinity Mobile Arena,1610612752,New York,Knicks,4,383.9
Xfinity Mobile Arena,1610612748,Miami,Heat,2,308.7
Xfinity Mobile Arena,1610612738,Boston,Celtics,5,307.2
Xfinity Mobile Arena,1610612765,Detroit,Pistons,2,139.5
Xfinity Mobile Arena,1610612766,Charlotte,Hornets,1,130.3
Xfinity Mobile Arena,1610612751,Brooklyn,Nets,2,87.3
Xfinity Mobile Arena,1610612753,Orlando,Magic,2,66.3
Xfinity Mobile Arena,1610612742,Dallas,Mavericks,1,60.6
Xfinity Mobile Arena,1610612741,Chicago,Bulls,1,-77.8
Xfinity Mobile Arena,1610612754,Indiana,Pacers,2,-124.4
Xfinity Mobile Arena,1610612758,Sacramento,Kings,1,-398.6
Xfinity Mobile Arena,1610612743,Denver,Nuggets,1,-487.8
Xfinity Mobile Arena,1610612737,Atlanta,Hawks,2,-524.1
Xfinity Mobile Arena,1610612750,Minnesota,Timberwolves,1,-553.3
Xfinity Mobile Arena,1610612761,Toronto,Raptors,2,-600.0
Xfinity Mobile Arena,1610612762,Utah,Jazz,1,-626.1
Xfinity Mobile Arena,1610612749,Milwaukee,Bucks,2,-682.0
Xfinity Mobile Arena,1610612764,Washington,Wizards,2,-771.2
Xfinity Mobile Arena,1610612744,Golden State,Warriors,1,-795.2
Xfinity Mobile Arena,1610612746,LA,Clippers,1,-1013.6
Xfinity Mobile Arena,1610612763,Memphis,Grizzlies,1,-1127.3
Xfinity Mobile Arena,1610612756,Phoenix,Suns,1,-1186.8
